year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
2015,419000,170000,1,1,1,2,11,973
2009,200000,100000,4,1,1,0,18,549
2014,400000,35000,1,1,1,0,16,896
2018,790000,40000,1,1,1,2,7,315
2015,500000,90000,1,1,1,2,16,293
2012,275000,120000,1,1,1,2,17,813
2012,450000,120000,1,1,1,2,9,1285
2015,800000,15000,1,1,1,0,16,286
2014,315000,41000,4,0,1,0,11,1174
2019,700000,16000,4,1,1,0,11,111
2016,585000,51000,1,0,1,0,10,151
2014,350000,30000,4,1,1,0,3,857
2014,495000,80000,1,0,1,0,8,238
2017,500000,50000,4,1,1,0,9,502
2013,345000,44000,4,0,1,0,9,509
2015,500000,10000,4,1,1,0,11,120
2016,360000,33000,4,0,1,0,11,1174
2010,210000,25000,4,1,1,0,11,56
2014,220000,66000,4,0,1,0,11,44
2009,250000,48000,4,1,1,0,3,97
2016,990000,146000,1,0,1,0,19,598
2013,220000,100000,1,1,1,1,10,798
2014,530000,50000,4,1,1,0,8,236
2016,575000,50000,1,1,1,0,11,113
2012,400000,99000,1,0,1,0,10,1222
2016,680000,50000,1,1,1,0,8,711
2014,1000000,80000,1,1,0,0,9,865
2016,260000,45000,4,1,1,2,11,34
2010,150000,50000,4,1,1,2,18,690
2008,180000,70000,4,1,1,4,11,56
2014,346000,37516,1,1,1,0,6,760
2015,450000,20000,1,1,1,0,10,1217
2019,500000,5000,4,1,1,0,9,507
2019,700000,8000,1,1,1,0,9,499
2019,280000,25880,4,1,1,0,11,34
2019,475000,10000,4,1,0,0,9,873
2009,300000,50000,1,1,1,0,11,981
2014,200999,40000,4,1,1,0,11,44
2009,200000,100000,1,1,1,4,17,670
2009,210000,80000,4,1,1,2,3,101
2012,160000,110000,1,1,1,0,18,588
2009,175000,136000,1,1,1,2,9,1129
2012,320000,80000,1,1,1,0,18,738
2009,110000,50000,4,1,1,2,11,55
2008,300000,30000,4,1,1,0,11,1171
2012,700000,10000,4,1,1,0,8,224
2009,135000,90000,1,1,1,1,18,561
2015,500000,110000,1,1,1,0,10,146
2012,550000,120000,1,1,1,2,10,926
2014,1050000,90000,1,1,1,4,19,618
2016,500000,20000,4,1,1,0,8,236
2011,180000,90000,1,1,1,2,11,830
2010,170000,50000,4,1,1,2,9,882
2019,484999,9000,4,1,1,0,8,160
2011,150000,70000,4,1,1,2,11,15
2018,380000,25000,4,1,1,0,11,50
2019,480000,10000,4,1,1,0,9,877
2009,135000,90000,1,1,1,1,18,561
2011,290000,60000,1,1,1,2,20,780
2013,350000,70000,4,1,1,0,5,681
2014,110000,25000,4,1,1,0,11,34
2011,300000,70000,4,1,0,4,20,1093
2017,180000,60000,4,1,1,0,11,33
2020,300000,20000,4,1,1,0,16,663
2017,509000,60000,4,1,1,0,11,115
2016,650000,80000,1,1,1,0,11,842
2015,450000,70000,1,1,1,4,11,1001
2007,210000,100000,1,1,1,2,10,905
2013,360000,80000,1,1,1,2,9,1302
2011,495000,120000,1,1,1,2,19,605
2006,105000,100000,4,1,1,4,11,52
2010,270000,60000,4,1,1,4,9,1306
2010,130000,110000,4,1,1,0,7,460
2014,700000,90000,1,1,1,2,8,228
2012,400000,40000,1,1,1,0,3,284
2009,250000,60000,4,1,1,2,11,1019
2013,325000,94000,1,1,1,2,8,81
2008,69000,100000,4,1,1,0,11,55
2007,90000,90000,4,1,1,0,11,1243
2016,1000000,40000,1,1,1,0,10,1196
2010,145000,90000,0,1,1,2,9,23
2020,250000,1100,4,1,1,1,11,43
2011,256000,70000,1,1,1,4,11,1000
2005,70000,120000,1,1,1,0,18,548
2016,240000,70000,4,1,1,2,16,665
2010,97000,128000,4,1,1,0,18,554
2012,130000,120000,1,1,1,0,18,574
2009,199000,52536,4,1,1,0,11,963
2006,125000,70000,4,1,0,0,8,248
2015,420000,60000,1,1,1,0,9,1202
2016,525000,110000,1,1,1,0,10,747
2008,125000,85000,4,1,1,0,9,882
2010,325000,135000,1,1,1,0,9,1135
2012,330000,86000,1,1,1,1,20,1091
2010,110000,50000,4,1,1,0,11,1165
2019,450000,1950,4,1,1,0,11,838
2005,85000,118400,4,1,1,0,11,963
2007,229999,70000,4,1,1,2,8,249
2012,250000,60000,4,1,1,2,9,1261
2015,650000,68000,1,1,1,0,7,331
2017,600000,46507,1,2,1,0,11,979
2017,650000,6480,4,2,1,0,19,403
2017,750000,32077,1,2,1,0,11,1144
2018,850000,19107,4,2,1,0,19,1232
2017,315000,18469,4,2,1,0,9,307
2015,415000,28217,4,2,1,0,11,995
2016,640000,72787,1,2,1,0,11,204
2017,780000,31063,4,2,1,0,11,191
2015,850000,58692,1,2,1,0,9,273
2015,900000,54784,1,2,1,0,9,273
2016,1150000,64156,4,2,1,0,19,263
2007,75000,54000,4,1,1,0,11,391
2012,215000,97000,1,1,1,0,20,1085
2009,130000,120000,4,1,0,2,11,848
2019,400000,16000,4,1,0,0,9,873
2019,550000,60000,4,1,0,0,11,970
2016,245000,52000,4,0,1,0,3,132
2010,320000,110000,1,1,1,1,11,1001
2016,730000,60000,1,1,0,2,10,1030
2005,120000,100000,4,1,1,4,7,476
2017,950000,35000,4,1,1,0,8,245
2017,350000,48000,4,1,1,4,11,1177
2005,100000,20000,4,1,1,2,11,392
2017,350000,30000,4,1,1,0,11,1177
2005,80000,40000,4,1,1,2,11,1180
2013,370000,60000,4,1,1,0,9,1115
2012,160000,70000,4,1,1,2,9,304
2009,130000,120000,1,1,1,0,18,947
2016,250000,30000,4,1,1,0,3,859
2012,270000,80000,1,1,1,2,18,738
2013,160000,80000,4,1,1,0,9,306
2016,229999,80000,4,1,1,0,9,312
2017,750000,29000,1,1,1,0,10,149
2011,195000,120000,1,1,1,0,3,763
2015,320000,60000,4,1,1,0,19,397
2018,1100000,20000,1,1,1,0,10,917
2016,270000,22000,4,1,1,0,4,819
2012,300000,50000,4,1,1,0,17,415
2012,200000,50000,1,1,1,0,3,128
2007,120000,81366,4,1,1,0,11,1235
2006,95000,110000,4,1,1,0,11,393
2013,400000,100000,4,1,1,0,20,784
2016,430000,20000,1,1,1,0,10,649
2012,300000,90000,1,1,1,0,16,466
2013,350000,70000,4,1,1,0,5,681
2013,450000,120000,1,1,1,0,16,287
2016,200000,53000,4,1,1,2,16,665
2017,250000,30000,4,1,1,0,11,34
2012,368000,90000,4,1,1,2,11,967
2012,368000,90000,4,1,1,2,11,967
2012,180000,60000,3,1,1,0,11,1168
2017,525000,15000,4,1,1,0,9,509
2005,350000,150000,1,1,1,2,7,365
2018,850000,30000,1,1,1,2,10,1023
2007,75000,54000,4,1,1,0,11,391
2005,160000,67000,4,1,1,0,11,963
2017,500000,40000,1,1,1,0,11,993
2008,130000,100000,4,1,1,0,9,882
2015,350000,100000,1,1,1,2,18,1252
2005,70000,80000,4,1,1,0,11,1164
2014,750000,145000,1,1,1,2,19,596
2013,450000,53000,1,1,1,0,8,81
2015,430000,73000,1,1,1,4,11,972
2011,260000,90000,1,1,1,4,11,843
2013,370000,80000,1,1,1,4,11,1000
2011,229999,100000,0,1,1,0,3,95
2011,140000,90000,1,1,1,4,7,455
2020,545000,7300,4,1,1,0,9,355
2017,200000,30000,4,1,1,0,4,821
2015,500000,120000,1,1,1,0,18,854
2008,70000,90000,4,1,1,2,11,55
2013,580000,25000,1,1,1,4,10,1050
2012,160000,70000,0,1,1,2,11,341
2018,450000,6000,4,1,1,0,9,507
2010,160000,36000,4,1,1,0,11,55
2016,760000,49000,1,1,1,0,11,379
2015,300000,22000,4,1,1,0,9,311
2019,800000,24000,1,1,1,0,10,137
2018,680000,20000,1,1,1,0,11,979
2009,85000,50000,3,1,1,2,11,8
2016,500000,60000,4,1,1,0,11,1008
2008,145000,60000,4,1,1,0,9,26
2013,300000,60000,1,1,1,0,10,799
2017,600000,60000,1,1,1,2,11,1002
2015,400000,70000,4,1,1,2,11,982
2007,130000,135000,4,1,1,2,9,890
2017,641000,25000,4,1,1,0,11,123
2015,650000,50000,1,1,1,0,11,979
2020,784000,101,1,0,1,3,7,470
2020,635000,101,4,0,1,3,7,463
2020,1000000,101,1,0,1,3,7,334
2015,495000,52328,1,0,1,0,7,442
2013,324000,30000,4,1,1,0,9,882
2018,200000,35000,4,1,1,0,11,34
2015,320000,60000,1,1,1,0,11,979
2015,300000,20500,4,1,1,0,9,311
2008,500000,154000,1,1,1,4,19,611
2011,305000,120000,4,1,1,2,19,412
2009,125000,50000,4,1,1,1,11,4
2015,800000,135000,1,1,1,0,11,986
2009,420000,100000,1,1,1,0,10,920
2017,875000,40000,1,1,1,0,11,1147
2014,580000,70000,1,1,1,0,11,986
2011,350000,133000,1,1,1,2,11,998
2004,120000,110000,4,1,1,2,9,24
2013,650000,120000,1,1,1,0,16,287
2010,225000,80000,4,1,1,2,11,42
2014,400000,15000,4,1,0,0,8,66
2005,250000,70000,4,1,1,0,9,494
2008,120000,41723,4,1,1,2,9,880
2010,250000,70000,4,1,1,0,11,845
2012,175000,20000,4,1,1,2,11,44
2013,450000,1000,1,0,1,2,16,291
2018,590000,26350,1,0,1,0,11,540
2015,225000,68745,1,0,1,0,18,578
2016,900000,47000,1,1,1,0,10,1197
2017,375000,27289,4,0,0,0,11,48
2016,320000,24662,4,0,1,0,9,306
2013,525000,37000,1,0,1,0,11,979
2014,650000,28245,1,0,1,0,14,414
2017,575000,27005,1,0,1,0,9,501
2014,355000,39227,4,0,1,0,9,1261
2016,470000,31367,1,0,1,0,10,645
2008,221000,35008,4,0,1,0,11,1164
2009,195000,27005,4,0,1,0,9,882
2004,90000,100005,4,0,1,2,9,885
2013,580000,45264,1,0,1,0,9,1133
2014,325000,39093,4,0,1,0,11,344
2013,495000,45241,4,0,1,0,8,219
2014,290000,12000,4,0,1,0,9,305
2018,375000,2769,4,0,1,0,4,817
2011,211000,43128,1,0,1,0,18,568
2010,270000,110000,4,1,1,2,9,1298
2004,70000,50000,4,1,1,2,11,54
2010,225000,60000,4,1,1,2,9,1265
2014,420000,70000,1,1,1,4,10,909
2015,280000,22255,4,1,1,0,3,859
2013,400000,59213,4,1,1,0,9,1312
2015,850000,55000,1,1,1,0,10,1197
2011,550000,80000,1,1,1,0,7,435
2011,550000,80000,1,1,1,0,7,435
2018,1000000,40000,1,1,1,0,16,174
2014,350000,170000,1,1,1,0,10,1219
2011,350000,170000,1,1,1,2,18,735
2007,170000,70000,4,1,1,4,8,249
2020,828999,1010,4,0,1,3,7,90
2020,1119000,1010,4,0,1,3,7,324
2020,746000,1111,4,0,1,3,7,463
2020,1030000,1010,4,0,1,3,7,338
2020,811999,1010,4,0,1,3,7,469
2020,852000,1010,4,0,1,3,7,472
2006,45000,120000,1,1,1,2,18,547
2013,430000,70000,1,1,1,4,16,292
2011,140000,60000,1,1,1,2,18,590
2015,830000,70000,1,1,1,0,10,914
2009,409999,110000,1,1,1,2,10,922
2012,190000,80000,1,1,1,4,11,1000
2007,200000,80000,4,1,1,2,8,29
2006,120000,110000,4,1,1,2,9,26
2019,850000,50000,1,1,1,0,10,145
2011,95000,115000,1,1,1,1,18,576
2013,213000,80000,4,1,1,0,11,1165
2018,660000,25000,1,1,1,0,20,87
2017,415000,48965,4,0,1,0,14,708
2019,1100000,5166,4,0,1,3,7,336
2012,650000,76290,1,0,1,0,10,1201
2016,969999,70000,1,1,0,2,10,1192
2017,715000,25000,1,1,0,0,11,968
2017,715000,25000,1,1,0,0,11,968
2016,565000,47000,1,0,1,0,11,1000
2013,615000,45766,1,1,1,2,10,1050
2007,199000,78771,1,0,1,2,18,733
2010,325000,79357,1,0,1,0,11,1013
2012,409999,28000,1,1,1,0,7,455
2012,500000,72000,1,0,0,2,9,1132
2011,225000,76736,1,0,1,2,7,456
2007,135000,70000,4,1,1,2,11,53
2012,750000,80000,1,1,0,2,16,669
2009,155000,60000,3,1,1,2,11,1169
2012,335000,77000,1,0,1,4,20,780
2005,114999,92645,1,0,1,1,7,545
2007,699000,101849,1,0,1,2,12,730
2004,110000,120000,1,1,1,1,10,141
2012,300000,80000,4,1,1,0,9,1301
2014,700000,70000,1,1,1,2,10,915
2017,700000,120000,1,1,1,0,11,376
2013,210000,42000,4,1,1,4,11,34
2012,600000,120000,1,1,1,4,11,380
2012,180000,155836,1,1,1,2,18,689
2011,220000,59000,4,1,1,2,11,1185
2009,70000,60000,4,1,1,0,3,937
2018,950000,70000,1,1,1,2,9,267
2014,800000,20000,1,1,1,0,7,423
2012,700000,120000,1,1,1,4,10,1201
2016,265000,40000,4,1,1,0,16,655
2011,175000,90000,1,1,1,4,20,781
2012,260000,89000,1,1,1,2,10,799
2013,950000,80000,1,1,1,4,19,612
2015,630000,50000,1,1,1,0,10,912
2012,35000,35000,4,1,1,4,18,720
2013,450000,1000,1,0,1,2,16,291
2016,535000,52600,1,1,1,0,9,273
2012,225000,110000,4,1,1,2,11,845
2017,550000,19890,4,0,0,0,9,504
2016,670000,7104,4,2,1,0,11,1020
2015,625000,11918,4,2,1,0,11,382
2017,520000,10510,4,0,0,0,9,519
2016,239000,41000,4,0,1,0,3,134
2015,750000,45974,1,2,1,0,11,837
2012,229999,49824,4,0,1,0,9,1261
2005,80000,56580,4,0,1,0,9,872
2012,385000,52000,1,0,1,0,17,673
2015,760000,55340,4,2,1,0,9,1118
2017,600000,46507,1,2,1,0,11,979
2009,150000,120000,4,1,1,0,11,55
2008,105000,90000,1,1,1,0,18,587
2013,185000,65000,1,1,1,0,18,569
2014,260000,50000,1,1,1,0,5,526
2012,450000,33000,1,1,1,0,11,981
2016,500000,38000,4,1,1,0,11,1009
2012,260000,40000,4,1,1,0,11,42
2012,265000,55000,1,1,1,2,20,781
2017,800000,26000,1,1,1,2,10,1051
2016,869999,80000,1,1,1,0,18,855
2018,690000,40000,4,1,1,0,11,112
2011,825000,120000,1,1,1,0,13,767
2006,160000,63230,4,1,1,2,11,53
2006,300000,120000,1,1,1,2,10,903
2005,100000,100000,4,1,1,4,11,1174
2015,530000,77000,1,1,1,2,9,1302
2016,360000,30000,4,1,1,0,11,1010
2015,220000,40000,4,1,1,0,11,959
2017,178000,35000,4,1,1,0,11,34
2018,515000,5000,1,1,1,0,10,1054
2014,300000,35000,4,1,1,0,11,832
2008,105000,90000,1,1,1,0,18,587
2013,185000,65000,1,1,1,0,18,569
2012,150000,80000,1,1,1,2,18,565
2014,260000,50000,1,1,1,0,5,526
2012,450000,33000,1,1,1,0,11,981
2016,500000,38000,4,1,1,0,11,1009
2012,260000,40000,4,1,1,0,11,42
2012,265000,55000,1,1,1,2,20,781
2017,750000,15000,4,1,1,0,18,744
2017,800000,26000,1,1,1,2,10,1051
2016,869999,80000,1,1,1,0,18,855
2012,950000,80000,1,1,1,0,19,600
2018,690000,40000,4,1,1,0,11,112
2011,825000,120000,1,1,1,0,13,767
2013,170000,70000,4,1,1,0,11,10
2006,160000,63230,4,1,1,2,11,53
2006,300000,120000,1,1,1,2,10,903
2015,315000,45000,4,1,1,2,4,478
2006,90000,40000,4,1,1,2,11,11
2005,100000,100000,4,1,1,4,11,1174
2008,65000,110000,4,1,1,4,18,549
2012,312000,90000,1,1,1,2,9,1106
2018,700000,25000,1,1,1,0,11,1142
2005,150000,47000,4,1,1,0,9,892
2013,450000,60000,1,1,1,0,16,466
2010,229999,120000,1,1,1,2,9,1134
2008,111000,120000,1,1,1,0,11,997
2012,250000,140000,1,1,1,2,11,981
2019,750000,1001,1,0,1,0,7,473
2017,774000,1758,4,0,0,0,7,444
2018,711000,1452,4,0,0,0,7,444
2017,600000,35122,1,0,1,0,7,441
2015,455000,92621,1,0,1,0,11,979
2015,225000,92198,4,0,1,2,4,488
2019,650000,5000,1,1,1,0,11,979
2013,200000,50000,4,1,1,0,3,132
2016,875000,74000,1,1,0,0,9,272
2017,750000,40000,1,1,0,0,17,802
2019,725000,22000,1,1,0,0,11,968
2007,100000,100000,4,1,1,2,11,55
2019,1100000,40000,1,1,1,0,18,533
2016,280000,23000,4,1,1,0,16,667
2009,150000,30000,1,1,1,0,18,559
2010,200000,50000,4,1,1,0,18,693
2010,148000,100000,1,1,1,2,11,830
2011,254999,70000,4,1,1,2,11,984
2013,360000,60000,4,1,1,2,11,987
2006,95000,90000,4,1,1,2,11,52
2012,185000,40000,1,1,1,0,18,567
2019,300000,15000,4,1,1,0,16,663
2018,800000,40000,4,1,1,0,9,1139
2010,80000,50000,4,1,1,2,5,790
2018,500000,8000,4,1,1,0,9,1212
2013,250000,35000,4,1,1,0,9,306
2010,250000,80000,1,1,1,0,18,735
2005,125000,50000,4,1,1,2,11,1166
2010,480000,90000,1,1,1,0,10,911
2018,320000,30000,4,1,1,2,10,647
2010,130000,70000,4,1,1,2,11,15
2006,57000,80000,1,1,1,2,18,548
2005,75000,60000,4,1,1,0,9,870
2008,125000,70000,4,1,1,0,11,56
2004,105000,100000,4,1,1,4,8,212
2008,125000,152000,3,1,1,2,11,1169
2012,130000,90000,1,1,1,2,18,590
2019,630000,40000,4,1,1,0,11,123
2016,330000,50000,4,1,1,2,8,63
2014,340000,15000,4,1,1,2,11,1177
2006,60000,120000,4,1,1,4,9,887
2014,550000,78322,1,1,1,0,18,853
2014,480000,110000,1,1,1,2,11,380
2013,315000,80000,1,1,1,2,9,1111
2012,165000,120000,1,1,1,0,7,435
2016,170000,125000,4,1,1,0,3,131
2018,550000,8000,4,1,1,0,11,115
2018,465000,13000,4,1,1,0,20,83
2012,120000,80000,1,1,1,4,18,566
2008,220000,54309,4,1,1,0,9,1119
2011,180000,70000,1,1,1,2,7,456
2006,150000,34600,4,1,1,4,3,98
2016,520000,25000,4,1,1,0,18,1256
2013,430000,80000,1,1,1,4,18,853
2009,300000,55000,1,1,1,2,10,143
2020,1000000,5000,1,1,1,0,9,1095
2017,725000,30000,1,1,1,0,8,1152
2011,500000,31000,1,1,1,0,9,1104
2011,250000,50000,4,1,1,0,11,1165
2018,700000,38217,1,1,1,0,11,979
2011,185000,50000,4,1,1,4,7,462
2011,200000,120000,1,1,1,0,11,830
2004,315000,110000,1,1,1,4,10,141
2019,1100000,40000,1,1,1,0,18,533
2017,600000,10000,4,1,1,0,9,1291
2015,451000,100000,1,1,1,0,14,1046
2016,370000,60000,4,1,1,0,10,654
2016,280000,23000,4,1,1,0,16,667
2017,350000,30000,4,1,1,0,11,1177
2011,250000,50000,4,1,1,0,9,1268
2014,204999,25000,4,1,1,2,11,34
2019,500000,15000,4,1,1,0,11,537
2009,150000,30000,1,1,1,0,18,559
2010,175000,45000,4,1,1,2,3,936
2009,170000,44800,4,1,1,2,3,936
2010,200000,50000,4,1,1,0,18,693
2018,800000,52000,1,1,1,0,9,270
2008,400000,35000,4,1,1,2,19,255
2010,148000,100000,1,1,1,2,11,830
2014,200000,100000,1,1,1,0,18,696
2016,284000,40000,1,1,1,2,11,979
2007,80000,60000,4,1,1,4,11,1181
2014,170000,77000,4,1,1,0,3,135
2011,150000,60000,4,1,1,0,9,20
2010,110000,77073,4,1,1,2,18,690
2016,400000,70000,1,1,1,0,7,448
2013,275000,90000,3,1,1,2,9,1267
2014,550000,90000,1,1,1,0,10,911
2007,125000,100000,4,1,1,2,11,53
2010,135000,80000,4,1,1,2,3,132
2012,349000,150000,1,1,1,0,10,910
2014,458000,80000,1,1,1,0,11,1001
2018,300000,35000,4,1,1,0,11,47
2008,95000,70000,4,1,1,0,11,55
2018,850000,50000,1,1,1,0,11,837
2019,750000,25000,1,1,1,0,7,470
2013,190000,120000,1,1,1,0,7,454
2009,150000,70000,4,1,1,0,11,1171
2009,114999,106000,4,1,1,4,9,22
2010,320000,120000,4,1,1,4,19,593
2019,300000,120000,0,1,1,0,11,32
2016,275000,160000,4,1,1,0,11,828
2010,140000,120000,4,1,1,2,3,99
2020,830000,10000,4,1,1,0,18,60
2013,380000,50000,4,1,1,0,20,786
2010,150000,90000,4,1,1,2,9,1265
2008,50000,70000,4,1,1,0,3,936
2008,155000,100000,1,1,1,0,10,151
2008,155000,100000,1,1,1,0,10,151
2010,300000,80000,4,1,1,0,17,953
2018,300000,16584,4,0,1,0,11,34
2016,385000,38000,1,0,1,0,18,1065
2010,221000,51000,4,0,1,0,11,1164
2016,381000,38000,1,0,1,0,18,1056
2015,250999,35000,4,0,1,0,11,34
2016,380000,38000,1,0,1,0,18,1056
2008,180000,144000,1,1,1,4,17,676
2017,751000,64000,1,0,1,0,11,204
2014,229999,65000,4,0,1,0,9,301
2014,782000,58000,1,0,1,2,10,930
2014,780000,58000,1,0,1,2,10,924
2016,245000,68000,4,0,1,0,11,34
2011,321000,81257,1,0,1,0,9,1285
2017,509999,44000,1,0,1,0,9,501
2015,110000,45000,4,0,1,0,18,716
2013,400000,75000,1,0,1,0,20,780
2013,370000,90000,4,1,1,0,11,1006
2007,175000,80000,1,1,1,2,9,1127
2013,92800,25000,4,1,1,2,11,34
2014,291000,90000,1,1,1,0,18,1214
2013,92800,25000,4,1,1,2,11,34
2013,335000,110000,1,1,1,4,9,1111
2013,170000,35000,4,1,1,0,11,751
2019,295000,10000,4,1,1,0,11,34
2019,375000,10000,4,1,1,0,16,663
2012,215000,70000,4,1,1,2,9,306
2009,150000,110000,1,1,1,2,7,422
2006,52000,120000,4,1,1,4,11,52
2009,80000,90000,3,1,1,2,11,756
2012,140000,70000,4,1,1,2,11,52
2008,120000,90000,4,1,1,2,9,1141
2006,110000,120000,1,1,1,4,7,430
2012,280000,110000,1,1,1,1,18,741
2016,450000,50000,1,1,1,2,19,411
2018,1150000,58000,1,1,1,0,10,1198
2018,650000,15000,1,1,1,0,11,116
2015,300000,60000,4,1,1,2,18,1255
2015,73000,57000,4,1,1,0,18,728
2015,400000,87000,1,1,1,4,11,1001
2017,300000,70000,4,1,1,0,16,657
2012,300000,30000,4,1,0,2,11,1156
2012,450000,80000,1,1,1,0,11,979
2009,200000,100000,4,1,1,2,9,882
2019,580000,40000,4,1,1,0,11,1006
2017,550000,3917,4,1,1,0,9,502
2007,190000,160000,1,1,1,2,10,921
2017,450000,35000,1,1,1,0,18,1058
2014,220000,70000,4,1,1,0,3,936
2012,310000,69069,4,0,1,0,11,849
2019,650000,13500,4,1,1,0,9,359
2014,300000,59059,4,0,1,0,11,1173
2013,200000,70000,4,1,1,0,9,20
2012,285000,39039,4,0,1,0,8,164
2014,335000,33033,4,0,1,0,8,163
2011,370000,55168,4,1,1,2,9,1136
2013,375000,41041,4,0,1,0,9,1279
2009,235000,67067,4,0,1,0,9,1261
2013,345000,66066,4,0,0,0,9,1271
2013,365000,82082,1,0,1,0,10,800
2014,400000,48000,4,1,1,0,9,523
2015,250000,30000,4,1,1,0,9,304
2012,465000,70070,1,0,0,0,9,1132
2017,300000,10000,4,1,1,0,16,665
2018,655000,25000,4,1,1,0,11,988
2016,350000,30000,0,1,1,2,11,1167
2015,500000,50000,4,0,0,0,9,1271
2015,465000,63063,4,0,0,0,9,510
2008,263000,70000,1,1,1,0,11,1003
2012,250000,90000,4,1,1,0,11,758
2005,70000,90000,4,1,1,4,9,496
2016,250000,30000,4,1,1,0,3,859
2016,229999,80000,4,1,1,0,9,312
2011,195000,120000,1,1,1,0,3,763
2016,270000,22000,4,1,1,0,4,819
2017,650000,140000,1,1,1,0,8,1152
2014,370000,80000,1,1,1,2,9,1302
2016,509999,40000,1,1,1,0,11,1002
2011,280000,33000,4,1,1,0,11,1244
2010,180000,40000,4,1,1,0,11,15
2018,300000,10500,4,1,1,0,16,657
2013,400000,107000,1,1,1,0,10,137
2010,210000,60000,4,1,1,2,9,1270
2006,90000,120000,4,1,1,2,9,887
2010,222000,70000,4,1,1,0,11,1165
2015,240000,50000,4,1,1,2,11,34
2013,450000,70000,1,1,1,2,19,406
2017,650000,6000,4,1,1,0,7,335
2010,200000,78000,1,0,1,2,9,1133
2011,210000,72000,1,0,1,4,9,1133
2011,75000,9528,4,0,1,0,18,718
2011,450000,135200,1,0,1,0,19,598
2011,220000,58000,4,0,1,2,9,1279
2013,325000,78000,1,0,1,2,9,1309
2018,450000,45000,4,1,1,0,18,1255
2017,825000,35000,1,1,1,0,7,317
2007,125000,76000,4,0,1,4,9,24
2015,434999,100000,1,1,1,4,10,1217
2011,484999,99000,1,1,1,2,10,920
2009,175000,80000,1,1,1,4,11,830
2006,220000,120000,4,1,1,4,8,249
2017,215000,34000,4,0,1,0,11,755
2014,625000,68000,1,0,1,0,10,1197
2018,615000,15000,1,1,1,0,7,316
2012,130000,58000,1,0,1,0,3,130
2013,175000,50300,1,1,1,0,18,580
2011,150000,70000,1,1,1,2,18,574
2011,195000,60000,1,1,1,4,18,568
2020,550000,90000,1,1,1,0,11,372
2010,400000,80000,4,1,1,2,17,953
2015,217000,45000,4,1,1,0,11,959
2011,290000,130000,1,1,1,2,11,1001
2018,700000,80000,1,1,1,0,10,148
2014,175000,40000,4,1,1,0,11,30
2017,575000,80000,1,1,1,0,20,86
2016,380000,100000,1,1,1,2,11,826
2013,350000,151624,1,1,1,2,10,1221
2012,450000,160000,1,1,1,0,16,292
2005,130000,110000,0,1,1,2,9,867
2015,320000,74820,1,1,1,0,11,1001
2014,550000,82000,1,1,1,0,10,1197
2015,370000,50000,4,1,1,2,11,1177
2010,114999,70000,4,1,1,2,3,132
2020,1100000,1000,4,1,1,0,7,340
2006,170000,170000,1,1,1,0,9,1074
2008,80000,150000,1,1,1,4,18,592
2019,950000,17000,1,1,1,0,7,316
2014,425000,150000,1,1,1,0,11,979
2015,500000,80000,1,1,1,0,9,1305
2005,70000,170000,4,1,1,4,9,887
2013,349000,120000,1,1,1,0,8,71
2012,330000,90000,4,1,1,4,9,1279
2010,120000,90000,4,1,1,4,9,882
2013,430000,100000,1,1,1,2,9,1111
2014,390000,90000,1,1,1,0,11,1001
2012,225000,129000,1,1,1,0,14,707
2009,100000,66778,1,1,1,0,18,945
2014,190000,50000,4,1,1,0,9,306
2014,315000,110000,1,1,1,2,9,1313
2015,300000,60000,1,1,1,2,9,516
2016,280000,40000,4,1,1,0,16,665
2015,295000,21000,4,0,1,2,9,306
2017,1100000,10000,4,1,0,0,9,1138
2016,670000,7104,4,2,1,0,11,1020
2015,750000,45974,1,2,1,0,11,837
2015,760000,55340,4,2,1,0,9,1118
2017,850000,20000,4,0,0,2,20,783
2015,390000,61585,1,2,1,0,16,787
2016,450000,39415,4,2,0,2,11,179
2014,425000,29654,4,2,1,0,8,166
2016,770000,64672,1,2,1,0,11,113
2015,1150000,54634,1,2,0,2,9,279
2015,775000,66521,4,2,1,0,8,236
2019,720000,3000,4,1,0,0,9,352
2018,539000,10000,4,1,1,0,18,1063
2017,420000,50000,4,1,1,0,11,184
2004,142000,73000,4,1,1,1,15,0
2014,180000,76000,4,1,1,2,9,303
2014,400000,120000,1,1,1,2,3,1039
2009,360000,170000,1,1,0,4,10,925
2016,350000,63400,4,1,1,0,8,159
2015,380000,25000,4,1,1,0,4,482
2009,140000,80000,4,1,1,4,9,1258
2012,200000,90000,4,1,1,0,11,1177
2011,150000,157000,4,1,1,0,9,878
2012,150000,80000,1,1,1,2,18,565
2006,90000,40000,4,1,1,2,11,11
2007,300000,100000,1,1,1,2,10,152
2017,280000,50000,4,1,1,0,16,665
2011,200000,40000,4,1,1,0,11,42
2009,110000,38500,4,1,1,2,3,103
2008,140000,103921,4,1,1,2,9,1261
2020,1050000,10000,1,1,1,0,9,271
2018,1150000,14825,4,0,1,0,8,245
2016,910000,43377,1,0,1,0,8,107
2010,160000,102307,1,0,1,0,7,457
2004,105000,79000,4,1,1,2,11,1245
2018,300000,10500,4,1,1,0,16,657
2004,70000,90000,4,1,1,1,11,1164
2012,160000,110000,1,1,1,0,3,126
2012,160000,50000,1,1,1,0,3,127
2013,225000,80000,1,1,1,0,3,863
2018,790000,19571,1,0,1,0,8,627
2018,930000,20000,1,1,1,0,7,317
